TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT,NYQUIST_GROUP,NYQUIST_PROPOSED_RATE
Power,On_Seq,Change_PDO2_TO_9V2A,Change_PDO2_TO_9V2A,fixture.sendcmd,10000,change tx source voltage(2*9000*2000*PP_HVE),ACK,,,,,,,Power_On_Seq,100
Power,On_Seq,DELAY_10MS_2,delay 10ms,delay.delay,10000,10,,ms,,,,,,Power_On_Seq,100
Power,On_Seq,USB_POWER_ON,USB_power_output_enable,relay.relay,10000,VBUS_OUTPUT_CTL,ON,,,,,,,Power_On_Seq,100
Power,On_Seq,DELAY_10MS_3,delay_10ms,delay.delay,10000,10,,ms,,,,,,Power_On_Seq,100
Power,On_Seq,PPVBUS_USB_EMI_VDM,PPVBUS_USB_EMI_connected_to_VDM_VBUS_power,relay.relay,10000,VDM_VBUS_TO_PPVBUS_USB_EMI,CONNECT,,,,,,,Power_On_Seq,100
Power,On_Seq,VBUS_to_9V,USB_output_9V,powerboard.setusbmainvolt,10000,9,,,,,,,,Power_On_Seq,100
Power,On_Seq,Start_Dock,Send_restart_dc_manager-pl_Command_to_31336,dut_dock_config.sendcmd,60000,restart_dc_manager-pl,,,,,,,,Power_On_Seq,100
Power,On_Seq,DELAY_100mS_1,delay 100ms,delay.delay,20000,100,,ms,,,,,,Power_On_Seq,100
Power,On_Seq,Enable_DC,enable_dc_for_via_31336,dut_dock_config.sendcmd,50000,enable_dc,,,,,,,,Power_On_Seq,100
Power,On_Seq,DELAY_1000mS_1,delay 1000ms,delay.delay,20000,1000,,ms,,,,,,Power_On_Seq,100
Power,On_Seq,VDM_CC1_TO_ACE_CC1,VDM_CC1_connected_to_ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,,Power_On_Seq,100
Power,On_Seq,DELAY_1000MS_1,delay_1000ms,delay.delay,10000,1000,,ms,,,,,,Power_On_Seq,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,ACE_HReset_H,Hreset to high,fixture.sendcmd,10000,gpio set(1*bit7=1),ACK,,,,,,,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,ACE_SPI_To_Xavier,ACE SPI flash connected to xavier,relay.relay,10000,ACE_SPI_TO_ZYNQ,CONNECT,,,,,,,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,DELAY_100MS,delay 100ms,delay.delay,10000,100,,ms,,,,,,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,ACE_Erase,ACE SPI flash erase,acefwdl.FWDL_ZYNQ,20000,Erase_Only,,,,,,,,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,DELAY_500MS,delay 500ms,delay.delay,10000,500,,ms,,,,,,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,ACE_FWDL,ACE SPI flash firmware download,acefwdl.FWDL_ZYNQ,20000,programmer,,,,,,,,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,Check_ACE_FW_UUT,read UUT FW and check,fixture.check_acefw_compare_uut,200000,,,,,,,,3,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,ACE_SPI_Disconnect,disconnected ACE SPI flash,relay.relay,10000,ACE_SPI_TO_ZYNQ,DISCONNECT,,,,,,,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,AceFWDL_SPI_VBAT4V3_VBUS5V,ACE_HReset_L,Hreset to low,fixture.sendcmd,10000,gpio set(1*bit7=0),ACK,,,,,,,USBC_AceFWDL_SPI_VBAT4V3_VBUS5V,100
USBC,ForceDFU_VDM,USB_POWER_OFF,USB power output disable,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,PP5V0_TO_VDM_BOARD_DISCONNECT,disconnected PP5V0 TO VMD,relay.relay,10000,PP_5V0_VDM,DISCONNECT,,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,DELAY_1000MS_1,delay_1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,PP5V0_TO_VDM_BOARD,connected PP5V0 TO VMD,relay.relay,10000,PP_5V0_VDM,CONNECT,,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,USB_POWER_ON,USB power output enable,relay.relay,10000,VBUS_OUTPUT_CTL,ON,,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,DELAY_1000MS_4,delay_2000ms,delay.delay,10000,1000,,ms,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,Disable_ADVDM,,dut_dock_config.sendcmd,10000,disable_advdm,,,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,Force_DFU,Send_force_dfu_Command_to_31336,dut_dock_config.sendcmd,10000,force_dfu,,,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,FORCE_DFU_SET_1,,dmm.dfu_set_1,10000,,,,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,GPIO_FORCE_DFU,,dmm.read_gpio,100000,GPIO_FORCE_DFU,,mV,1150,1300,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,DELAY_1000MS_3,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_ForceDFU_VDM,100
USBC,ForceDFU_VDM,GPIO_1V2_SOC2ACE_DFU_STATUS,,dmm.dmm,100000,GPIO_1V2_SOC2ACE_DFU_STATUS,,mV,1150,1300,,,,USBC_ForceDFU_VDM,100
Process,Transition_Diags_DeadBattery2V5,VDM_CC1_TO_DISCONNECT,VDM_CC1 disconnected to ACE_CC1,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,FORCE_DFU_SET_Discharge,reset the fixture to default setting,powerboard.dfu_set_discharge,20000,,,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,UUT_UART_ENABLE,enable UUT uart,fixture.sendcmd,10000,uart pin contrl(UUT*enable),,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,Bellatrix_UART_ENABLE,enable UUT uart,fixture.sendcmd,10000,uart pin contrl(SBELLATRIX*enable),,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,VBAT_SET_2V5,battery power on,powerboard.dfu_set,10000,,,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,UVP_Enable,UVP enable,relay.relay,10000,UVP_EN,CONNECT,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,DELAY_200MS_2,delay 200ms,delay.delay,10000,200,,ms,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,PP5V0_TO_VDM_BOARD,connected PP5V0 TO VMD,relay.relay,10000,PP_5V0_VDM,CONNECT,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,Set_LDO_PP_5V0_ON,set fixture power board VBUS output 5V,powerboard.setvolt_PP5V0,10000,5,,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,DELAY_1000mS_2,delay 1000ms,delay.delay,20000,1000,,ms,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,VDM_CC1_TO_ACE_CC1_1,VDM_CC1_connected_to_ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,DELAY_1500MS_1,delay 1500ms,delay.delay,10000,1500,,ms,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,Start_Dock,Send_restart_dc_manager-pl_Command_to_31336,dut_dock_config.sendcmd,60000,restart_dc_manager-pl,,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,DELAY_100mS_1,delay 100ms,delay.delay,20000,100,,ms,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,Enable_DC,enable_dc_for_via_31336,dut_dock_config.sendcmd,50000,enable_dc,,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,DELAY_1000mS_1,delay 1000ms,delay.delay,20000,1000,,ms,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,Enalble_ADVDM,,dut_dock_config.sendcmd,10000,enable_advdm,,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,DELAY_2000MS_1,delay 2000ms,delay.delay,10000,2000,,ms,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,PD_Contract_Check_9V,Check PD_Contract voltage,fixture.contract_info,10000,show tps register by addr(0x34),,mV,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,PPVBUS_FB_DEBUG_1,measure_PPVBUS_USB_EMI_voltage_TP93EB,powerboard.vbus_check,10000,9,,mV,8900,9100,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,PP3V3_ACE_LDO_IBoot,measure PP3V3_ACE_LDO voltage,dmm.dmm,10000,PP3V3_ACE_LDO,,mV,3200,3400,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,PP3V3_S2_ACE_PARROT,measure PP3V3_S2_ACE_PARROT voltage,dmm.dmm,10000,PP3V3_S2_ACE_PARROT,,mV,3260,3340,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,DELAY_1000MS_5,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,Dock_Connect_Detect,delay 1000ms,dut_dock_port.dock_detect,110000,100000,,ms,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,DIAGS_ENTER,capture the :-) characters,dut_dock_port.detect,1000000,diags,]:-),,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,Diags_Version,get the diags version,dut_dock_port.diags_parse,200000,version,<<Diags_Version>>,,,,,,,Process_Transition_Diags_DeadBattery2V5,100
Process,Transition_Diags_DeadBattery2V5,BATTERY_Voltage_FB,measure_PPBATT_VCC_voltage_TP9344 P0 dead batt is 2V5 P1 need to double confirm,dmm.dmm,10000,PPBATT_VCC,,mV,2100,2900,,,,Process_Transition_Diags_DeadBattery2V5,100

DUTInfo,Syscfg_SanityCheck_MLBSN,Format,Check MLBSN Sanity by using provided python script,dut_dock_port.Check_Syscfg_SN,300000,[[scanned_sn]],,,,,,,3,Process_MLBSN,100
DUTInfo,MLBSN,Check,reading MLB sn and compare with scanned sn,dut_dock_port.MLBSNCheck,10000,[[scanned_sn]],<<MLB_SERIAL_NO_CHECK>>,,,,,,3,Process_MLBSN,100
// Process,CB,Network_CB_Check,network cb check,dut_dock_port.net_work_onoff,300000,[[scanned_sn]],<<NETWORK_CB_CHECK>>,,,,,,3,Process_CB,100
Process,CB,FCT_CB_Check,FCT cb check,dut_dock_port.fctcbcheck,10000,0x01,[[cb_status]],,,,,,,Process_CB,100
Process,CB,DFU_CB_Check,DFU CB check,dut_dock_port.cbcheck,10000,0x00,,,,,,,,Process_CB,100
Process,CB,ICT_CB_Check,ICT cb check,dut_dock_port.cbcheck,10000,0x0A,,,,,,,,Process_CB,100

Process,Transition_Diags_VBAT4V3,VBAT_SET_4V3,raising up the battery to 4.3v,powerboard.setbattvolt,10000,4.3,,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,PPBATT_VCC_FB,measure_PPBATT_VCC_voltage_TP9344,dmm.dmm,10000,PPBATT_VCC,,mV,4250,4350,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Disable_SMC,,dut_dock_port.diags,10000,"smc write BMSQ 1 0 0 0",,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Syscfg_init,,dut_dock_port.diags,10000,"syscfg init",,,,,,,,Process_Transition_Diags_VBAT4V3,100
PMU,GPIOCheck,GPIO_POTOMAC_TO_PMU_WAKE_1V8_EN,,dut.diags,10000,reg select pmu,,,,,,,,PMU_GPIOCheck,100
PMU,GPIOCheck,GPIO_POTOMAC_TO_PMU_WAKE_1V8_HIGH_1,,dut.diags_parse,10000,reg read 0x1808,,,1,1,,,,PMU_GPIOCheck,100
PMU,GPIOCheck,GPIO_POTOMAC_TO_SOC_TO_PMU_IRQ_L_HIGH,,dut.diags_parse,10000,egpio -p pmu -n 5 -r,,,1,1,,,,PMU_GPIOCheck,100
Process,Transition_Diags_VBAT4V3,VDM_CC1_TO_DISCONNECT_1,VDM_CC1_disconnected,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Change_PDO_Count_TO_5,Change_PDO_Count_TO_5,fixture.sendcmd,10000,change low hearder(region0),ACK,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Change_VDM_PDO_TO_4,Change_VDM_PDO_Count_TO_4,fixture.sendcmd,10000,change source pdo count(4),ACK,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,5V_To_VDM_EXT,Change_VDM_PDO1_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_HVE),ACK,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,5V_To_VDM_EXT_2,Change_VDM_PDO2_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(2*5000*3500*PP_HVE),ACK,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,5V_To_VDM_EXT_3,Change_VDM_PDO3_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(3*5000*3500*PP_HVE),ACK,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,5V_To_VDM_EXT_4,Change_VDM_PDO4_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(4*5000*3500*PP_HVE),ACK,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Disable_USB_cable,Disable_USB_communication_capability,fixture.sendcmd,10000,tps write register by addr(0x32*PDO1: Max Voltage*0x02),,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,PP5V0_TO_VDM_BOARD_DISCONNECT,disconnected PP5V0 TO VMD,relay.relay,10000,PP_5V0_VDM,DISCONNECT,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Set_LDO_PP_5V0_0V,set fixture power board VBUS output 5V,powerboard.setvolt_PP5V0,10000,1.221,,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Set_VBUS_to_5V,USB_output_5V,powerboard.setusbmainvolt,10000,5,,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,VDM_CC1_TO_ACE_CC1_2,VDM_CC1_connected_to_ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,DELAY_1000MS_6,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Dock_Connect_Detect_1,delay 1000ms,dut_dock_port.dock_detect,110000,100000,,ms,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Send_Blank,delay 1000ms,dut_dock_port.blank,110000,100000,,ms,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,GPIO_POTOMAC_TO_PMU_WAKE_1V8_LOW,,dut.diags_parse,10000,reg read 0x1808,,,0,0,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,PPVBUS_FB_DEBUG_2,measure_PPVBUS_USB_EMI_voltage_TP93EB,powerboard.vbus_check,10000,5,,mV,4900,5100,,,3,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,ACE_ready,ACE_ready,dut_dock_port.diags,10000,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,PD_State_Check,PD_State_Check,dut_dock_port.diags,10000,charge --brickid;sep --init;sep --wait_for_ready,,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Get_PerfState,get default perfstate,dut_dock_port.diags_parse,10000,"soc -p get-perf-state",NOPDCA,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Enter_Test_Mode_Sera,Enter Test mode Sera,dut_dock_port.diags,10000,reg select pmu;reg write 0x3100 0x61 0x45 0x72 0x4F,,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Write_Reg_0x6862,Force the test mode start_sw signal to 1,dut_dock_port.diags,10000,reg write 0x6862 0x0C,,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Read_Reg_0x6862,Read start_sw to confirm its 0x0C,dut_dock_port.diags_parse,10000,reg read 0x6862 1,<<Read_Reg_0x6862>>,,0x0C,0x0C,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Exit_Test_Mode_Sera,Exit Test mode Sera,dut_dock_port.diags,10000,reg write 0x3104 0xFF,,,,,,,,Process_Transition_Diags_VBAT4V3,100
Process,Transition_Diags_VBAT4V3,Read_Reg_0x6862_1,Read start_sw to confirm its 0x0C,dut_dock_port.diags_parse,10000,reg read 0x6862 1,<<Read_Reg_0x6862_1>>,,0x0C,0x0C,,,,Process_Transition_Diags_VBAT4V3,100
Power,SwitchOver_VBUS5V_NoOrionPWR,GPIO_3V3_ACE2ORION_ACC_PWR_EN_L_H,ACC_PWR _EN_L_ST ATUS check 0x17 bit6,dut_dock_port.parse_bit,10000,i2c -d 2 0x13 0x17 1,6,,1,1,,,,Transition_SwitchOver_VBUS5V_NoOrionPWR,100
Power,SwitchOver_VBUS5V_NoOrionPWR,B2A_ACC_PWR_PRESENT_L_H_Fix,BELLATRIX_TO_ACE_ACC_PWR_PRESENT_L_3V3 status check expect high,dmm.gpio_state,10000,BELLATRIX_TO_ACE_ACC_PWR_PRESENT_L_3V3,3300,,1,1,,,,Transition_SwitchOver_VBUS5V_NoOrionPWR,100
Power,SwitchOver_VBUS5V_NoOrionPWR,B2A_ACC_PWR_PRESENT_L_H_Diags,reading the cc status it’s connected to CC1,dut_dock_port.dut_nopdca_parse_bit,10000,ace -r 0x72,5,,1,1,,,,Transition_SwitchOver_VBUS5V_NoOrionPWR,100

PMU,Button_Sera,DBL_CLICK_DET_Low,read DBL_CLICK_DET status,dut.diags_parse,10000,sep --get double_click_count,,,0,0,,,,PMU_Button_Sera,100
PMU,Button_Sera,GPIO_BTN_ONOFF_L_TO_DISCONNECT_1,,relay.relay,10000,BTN_GND,DISCONNECT,,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,GPIO_BTN_ONOFF_L_TO_GND_1,connected GPIO_BTN_ONOFF_L_1V8 to GND,relay.relay,10000,BTN_GND,GPIO_BTN_POWER,,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,Delay_10MS_1,delay 10ms,delay.delay,10000,10,,ms,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,GPIO_BTN_ONOFF_L_TO_DISCONNECT_2,,relay.relay,10000,BTN_GND,DISCONNECT,,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,Delay_10MS_2,delay 10ms,delay.delay,10000,10,,ms,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,GPIO_BTN_ONOFF_L_TO_GND_2,connected GPIO_BTN_ONOFF_L_1V8 to GND,relay.relay,10000,BTN_GND,GPIO_BTN_POWER,,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,Delay_10MS_3,delay 10ms,delay.delay,10000,10,,ms,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,GPIO_BTN_ONOFF_L_TO_DISCONNECT_3,,relay.relay,10000,BTN_GND,DISCONNECT,,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,Delay_1000MS_4,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,PMU_Button_Sera,100
PMU,Button_Sera,DBL_CLICK_DET_High,read DBL_CLICK_DET status,dut.diags_parse,10000,sep --get double_click_count,,,1,1,,,,PMU_Button_Sera,100
DUTInfo,ProjectCode,Check,check the testing station name,dut_dock_port.get_station,10000,,{{station}},,,,,,,DUTInfo_ProjectCode,100
DUTInfo,Site,Check,check the testing GHinfo site,dut_dock_port.get_site,10000,,{{Info_Site}},,,,,,,DUTInfo_ProjectCode,100
DUTInfo,BoardID,Check,Get board id,dut_dock_port.get_bdid,10000,boardid,<<Board_ID>>,,,,,,,DUTInfo_Info_BoardID,100
DUTInfo,BoardID,MLB_A_OR_MLB_B,get MLB A or B board,dut_dock_port.get_bd,10000,boardid,{{Board}},,,,,,,DUTInfo_Info_BoardID,100
DUTInfo,BootConfig,MLB_B,Boot_config,dut_dock_port.diags_parse,10000,bootcfg,<<Boot_Config>>,,0x03,0x03,{{station}},--PASS--NOPDCA--LA,,DUTInfo_Info_BootConfig,100
DUTInfo,BoardRevision,MLB,board_revision,dut_dock_port.get_bd_revision,10000,,<<Board_Revision_MLB_LA>>,,0x02,0x02,{{station}},--PASS--NOPDCA--LA,,DUTInfo_Info_BoardRevision,100
SOC,Info,CHIPID,chipped,dut_dock_port.diags_parse,10000,chipid,<<Soc_CHIPID>>,,,,,,,SOC_Info,100
SOC,Info,DIE_ID,DIE_ID,dut_dock_port.parse,10000,dieid,<<Soc_DIE_ID>>,,,,,,,SOC_Info,100
SOC,Info,FUSEID,FUSEID,dut_dock_port.parse,10000,fuseid,<<FUSEID>>,,,,,,,SOC_Info,100
SOC,Info,ECID,ECID,dut_dock_port.parse,10000,ecid,<<ECID_FCT>>,,,,,,,SOC_Info,100
SOC,Info,ECID_Compare,ECID_Compare,dut_dock_port.idcheck,100000,[[scanned_sn]],ecid,,,,,,3,SOC_Info,100
SOC,Info,Get_SOC_properites,Get_SOC_properites,dut_dock_port.diags,10000,soc -p,,,,,,,,SOC_Info,100
SOC,Info,SoC_Production_Stage,SoC_Production_Stage,dut_dock_port.soc_pro_stage,10000,,<<SoC_Production_Stage>>,,,,,,,SOC_Info,100
SOC,Info,Fuse_Rev_LA,fuse revision,dut_dock_port.parse,10000,fuse_rev,<<Fuse-Rev>>,,11,11,{{station}},--PASS--NOPDCA--LA,,SOC_Info,100
SOC,Info,SOC_Revision_LA,SOC_Revision_LA,dut_dock_port.parse,10000,soc_rev,<<SOC_Revision>>,,B1,B1,{{station}},--PASS--NOPDCA--LA,,SOC_Info,100
SOC,Info,Bin_cut_info_change_flag,SOC_Revision,dut_dock_port.parse,10000,bin_cut_info_change_flag,<<Bin-cut-info-change-flag>>,,,,,,,SOC_Info,100
SOC,Info,IO_LEAKAGE_BIN_FUSE,IO_LEAKAGE_BIN_FUSE,dut_dock_port.parse,10000,io_leakage,,,,,,,,SOC_Info,100
SOC,Info,MEMCTLR_CFG_SIZE,MEMCTLR_CFG_SIZE,dut_dock_port.get_memsize,10000,memory_size,<<MEMCTLR_CFG_SIZE>>,,,,,,,SOC_Info,100
SOC,Info,PROD_ID,PROD_ID,dut_dock_port.parse,10000,prod_id,<<PROD_ID>>,,,,,,,SOC_Info,100
SOC,Info,DRAM_MEMORY_VENDOR,DRAM_MEMORY_VENDOR,dut_dock_port.parse,10000,memory_vendor,<<DRAM-MEMORY-VENDOR>>,,,,,,,SOC_Info,100
SOC,Info,Get_SOC_leakage,Get_SOC_leakage,dut_dock_port.diags,10000,soc -l,,,,,,,,SOC_Info,100
SOC,Info,CPU_SRAM_IO_LEAKAGE_BIN_FUSE,CPU_SRAM_IO_LEAKAGE_BIN_FUSE,dut_dock_port.parse,10000,cpu_sram,,,,,,,,SOC_Info,100
SOC,Info,VDD_LOW_IO_LEAKAGE_BIN_FUSE,VDD_LOW_IO_LEAKAGE_BIN_FUSE,dut_dock_port.parse,10000,vdd_low,,,,,,,,SOC_Info,100
SOC,Info,VDD_FIXED_IO_LEAKAGE_BIN_FUSE,VDD_FIXED_IO_LEAKAGE_BIN_FUSE,dut_dock_port.parse,10000,vdd_fixed,,,,,,,,SOC_Info,100
SOC,Info,ECPU_IO_LEAKAGE_BIN_FUSE,ECPU_IO_LEAKAGE_BIN_FUSE,dut_dock_port.parse,10000,ecpu_io_leakage,,,,,,,,SOC_Info,100
SOC,Info,PCPU_IO_LEAKAGE_BIN_FUSE,PCPU_IO_LEAKAGE_BIN_FUSE,dut_dock_port.parse,10000,pcpu_io_leakage,,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE0,CFG_FUSE0,dut_dock_port.diags_parse,10000,memrw --32 0x23d2bc000 -c 16,<<CFG_FUSE0>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE1,CFG_FUSE1,dut_dock_port.parse,10000,cfg_fuse1,<<CFG_FUSE1>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE2,CFG_FUSE2,dut_dock_port.parse,10000,cfg_fuse2,<<CFG_FUSE2>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE3,CFG_FUSE3,dut_dock_port.parse,10000,cfg_fuse3,<<CFG_FUSE3>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE4,CFG_FUSE4,dut_dock_port.parse,10000,cfg_fuse4,<<CFG_FUSE4>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE5,CFG_FUSE5,dut_dock_port.parse,10000,cfg_fuse5,<<CFG_FUSE5>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE6,CFG_FUSE6,dut_dock_port.parse,10000,cfg_fuse6,<<CFG_FUSE6>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE7,CFG_FUSE7,dut_dock_port.parse,10000,cfg_fuse7,<<CFG_FUSE7>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE8,CFG_FUSE8,dut_dock_port.parse,10000,cfg_fuse8,<<CFG_FUSE8>>,,,,,,,SOC_Info,100
SOC,Info,CFG_FUSE9,CFG_FUSE9,dut_dock_port.parse,10000,cfg_fuse9,<<CFG_FUSE9>>,,,,,,,SOC_Info,100
